 -----, ------, ------, -------, ------ 
Time, X, Y, Z, A 
16.2639, -5.423, 0.598, 1.26, 1001.84 
16.299, -4.646, 2.051, 1.097, 1001.91 
16.334, -5.068, 0.039, 0.871, 1002.0 
16.3689, -4.916, 1.494, 0.872, 1001.73 
16.403, -4.478, 1.234, 1.033, 1001.95 
16.438, -3.515, 1.144, 1.074, 1002.09 
16.4719, -4.405, 1.235, 0.926, 1001.91 
16.506, -3.852, 0.926, 0.854, 1002.02 
16.542, -4.128, 1.161, 0.851, 1002.09 
16.5759, -4.236, 0.458, 1.004, 1001.82 
16.611, -4.258, 0.821, 0.77, 1001.98 
16.6449, -3.351, -0.075, 0.759, 1001.98 
16.6799, -3.98, -0.023, 0.401, 1001.94 
16.715, -4.257, 0.45, 0.593, 1001.79 
16.75, -4.671, -0.658, 0.623, 1001.82 
16.7849, -5.799, -0.049, 0.087, 1002.07 
16.819, -4.642, -1.234, 0.439, 1001.97 
16.854, -5.939, -0.975, 0.081, 1001.87 
16.8879, -4.869, 0.018, -0.431, 1002.03 
16.923, -3.612, -0.564, -0.487, 1001.83 
16.959, -6.887, -2.139, 2.944, 1002.18 
16.9939, -19.527, -3.878, 6.887, 1002.11 
17.0289, -26.067, -1.858, -0.459, 1001.99 
17.063, -4.357, -5.953, -3.543, 1002.16 
17.0979, 17.003, -0.128, 5.403, 1001.93 
17.136, 20.259, -1.816, 2.463, 1002.15 
17.1699, 0.16, -3.716, 1.612, 1001.89 
17.205, -15.136, -7.515, 1.965, 1001.87 
17.2389, -14.875, -2.504, 5.249, 1002.17 
17.2729, -6.421, 0.303, 4.061, 1002.1 
17.308, -1.262, -3.931, 3.015, 1002.04 
17.3419, -3.72, 3.989, -0.58, 1001.82 
17.377, -3.776, 1.857, 0.213, 1001.68 
17.4109, -5.636, 0.261, -1.183, 1001.97 
17.4459, -5.212, 2.503, -1.29, 1001.82 
17.48, -4.464, 0.814, -0.357, 1002.02 
17.5149, -4.591, 1.364, -0.398, 1001.9 
17.549, -5.386, -0.095, -0.648, 1001.9 
17.584, -5.393, -0.133, 0.185, 1001.99 
17.6179, -4.875, -0.183, -0.031, 1002.05 
17.653, -4.489, -0.111, -0.389, 1002.04 
17.6869, -4.15, 0.355, -0.615, 1001.87 
17.7209, -2.134, 0.104, -0.208, 1002.02 
17.756, -6.964, -0.895, -0.232, 1002.04 
17.7909, -11.932, -0.207, -0.08, 1001.94 
17.8259, -12.633, -2.338, 1.272, 1002.18 
17.86, -12.955, -1.146, 0.741, 1001.93 
17.8939, -1.931, -1.905, -3.476, 1001.9 
17.928, 11.987, 0.348, -4.294, 1001.77 
17.964, 12.238, 2.124, -3.416, 1002.04 
17.9979, -4.516, -5.09, -0.717, 1002.07 
18.037, -21.684, -1.79, 0.834, 1002.0 
18.0719, -16.491, 3.986, 3.71, 1001.96 
18.106, -14.978, 0.537, -0.153, 1001.96 
18.1399, -7.842, -1.49, -0.422, 1002.07 
18.1749, -2.77, 1.413, -2.301, 1001.89 
18.21, 17.145, -3.237, -1.931, 1001.98 
18.2439, 13.478, 0.782, -1.083, 1002.1 
18.278, -0.246, -3.269, 3.802, 1002.1 
18.313, -32.562, -2.999, -0.071, 1002.03 
18.3469, -25.835, 5.84, -1.201, 1002.08 
18.382, 1.625, -2.506, 2.783, 1001.94 
18.417, 7.863, -4.369, -0.617, 1002.01 
18.4509, 19.828, 3.638, -1.001, 1001.88 
18.485, 7.651, -2.98, -0.622, 1002.04 
18.5199, -8.309, -3.52, -0.207, 1002.07 
18.554, -34.679, 4.879, 1.583, 1001.91 
18.589, -18.239, 5.824, 1.125, 1001.85 
18.6239, 5.178, -6.42, 1.685, 1001.98 
18.658, 6.5, -1.492, -1.145, 1001.92 
18.6919, 11.318, 0.074, -1.522, 1001.97 
18.7269, 2.601, -2.905, 4.563, 1002.28 
18.761, -12.019, 2.95, -2.193, 1002.09 
18.7959, -23.411, 5.161, -3.072, 1002.11 
18.83, -10.993, 0.943, 1.137, 1002.08 
18.8689, -2.925, -0.121, -0.276, 1001.57 
18.9039, 0.976, 0.476, -0.154, 1001.95 
18.938, 1.024, 0.82, -0.218, 1002.05 
18.9729, -1.75, 1.524, -0.024, 1002.05 
19.007, -3.885, 1.273, -0.185, 1001.93 
19.042, -4.381, 2.073, -0.199, 1001.96 
19.0769, -6.441, 1.917, 0.062, 1001.87 
19.111, -5.567, 2.341, 0.354, 1002.06 
19.146, -5.241, 1.554, 0.033, 1002.14 
19.1799, -4.095, 1.503, 0.443, 1002.28 
19.214, -4.19, 1.858, 0.536, 1002.02 
19.25, -4.085, 1.753, 0.291, 1002.2 
19.2839, -3.24, 0.846, 1.296, 1002.2 
19.318, -7.405, 1.177, -0.775, 1001.98 
19.3519, -5.927, 1.58, -0.93, 1001.99 
19.387, -3.878, -0.449, 0.602, 1001.91 
19.422, -7.454, 0.467, -1.316, 1001.9 
19.4569, -4.546, 1.133, 0.823, 1001.97 
19.491, -4.764, 1.626, 0.349, 1001.83 
19.526, -6.927, 0.688, -0.556, 1002.04 
19.5599, -4.899, 1.658, 0.488, 1002.03 
19.5929, -5.05, 2.347, -0.402, 1001.97 
19.6289, -4.451, 1.466, 0.232, 1001.98 
19.663, -4.372, 2.396, -0.005, 1002.01 
19.7019, -4.004, 1.942, -0.189, 1001.91 
19.736, -3.588, 1.493, -0.34, 1002.08 
19.771, -4.865, 3.289, -0.865, 1002.0 
19.8049, -3.419, 3.49, -0.517, 1002.01 
19.839, -4.341, 2.634, -0.434, 1001.88 
19.8739, -2.837, 3.369, -0.463, 1001.91 
19.9089, -4.22, 3.035, -1.673, 1002.2 
19.943, -5.494, 3.59, -2.936, 1002.03 
19.9779, -2.675, 2.548, -1.168, 1001.88 
20.012, -2.761, 3.216, -1.042, 1002.01 
